<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TIM,D,19980527,000000,4.4143,4.4143,4.4143,4.4143,25638,0
TIM,D,19980528,000000,4.4143,4.4143,4.4143,4.4143,35734,0
TIM,D,19980529,000000,4.8583,4.8583,4.8583,4.8583,25520,0
TIM,D,19980601,000000,4.3901,4.3901,4.3901,4.3901,2875,0
TIM,D,19980602,000000,3.9766,3.9766,3.9766,3.9766,31853,0
TIM,D,19980603,000000,4.0071,4.0071,4.0071,4.0071,5666,0
TIM,D,19980604,000000,4.1227,4.1227,4.1227,4.1227,11957,0
TIM,D,19980605,000000,4.2381,4.2381,4.2381,4.2381,23241,0
TIM,D,19980608,000000,4.1227,4.1227,4.1227,4.1227,4560,0
TIM,D,19980609,000000,4.0071,4.0071,4.0071,4.0071,14976,0
TIM,D,19980610,000000,3.7092,3.7092,3.7092,3.7092,14179,0
TIM,D,19980615,000000,3.5023,3.5023,3.5023,3.5023,9852,0
TIM,D,19980616,000000,3.1801,3.1801,3.1801,3.1801,16216,0
TIM,D,19980617,000000,3.4719,3.4719,3.4719,3.4719,11818,0
